Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_343,Fintech,5,1780270982.5,5740360069.719937,43,France,2018,143.12
Startup_344,E-commerce,3,1760051855.11,5645709260.865818,41,France,2016,194.99
Startup_345,EdTech,9,10028813.43,24664765.73628585,36,Australia,2009,42.73
Startup_346,HealthTech,9,3175452268.55,10934068071.67479,35,India,2015,43.05
Startup_347,Biotech,8,1544091977.94,7279467787.413954,37,Australia,2015,141.52
Startup_348,Blockchain,3,4843785979.4,13046963460.835527,15,Brazil,2010,38.45
Startup_349,AI,6,62049936.48,130113624.99717878,19,USA,2011,117.19
Startup_350,AI,3,4044917794.36,12764768343.396841,42,UK,2000,175.01
Startup_351,E-commerce,5,3416933224.89,11245547167.897545,44,Brazil,2019,161.18
Startup_352,Blockchain,4,3587854634.7,8324601076.848857,36,UK,2015,119.52
Startup_353,Blockchain,9,1422023272.53,7107966292.072426,11,Australia,2010,66.76
Startup_354,SaaS,1,3511025818.67,6984359727.461807,7,China,2005,72.78
Startup_355,EdTech,7,2547693389.83,11899602710.252306,50,USA,2008,145.64
Startup_356,HealthTech,5,2372278462.7,9754796016.215675,1,China,2002,96.85
Startup_357,Biotech,5,2172154534.84,5318543514.425768,9,USA,2019,26.91
Startup_358,Biotech,8,3065765126.77,5006863185.354408,38,Singapore,2016,84.74
Startup_359,Fintech,5,3518787976.02,14521282905.80923,8,Singapore,2017,112.45
Startup_360,E-commerce,9,1137348965.41,5383824724.706377,17,Canada,2016,73.01
Startup_361,EdTech,3,850720932.48,3806741828.5859036,46,Australia,2007,35.39
Startup_362,E-commerce,4,1819132027.73,4360825655.270868,34,Germany,2000,63.48
Startup_363,EdTech,10,4159273795.93,16057690572.579952,13,Brazil,2003,181.91
Startup_364,Biotech,7,1897673513.88,4597855630.782274,46,Australia,2004,76.98
Startup_365,HealthTech,1,3223093026.56,5060395685.452115,26,Germany,2017,54.91
Startup_366,AI,8,2095633329.76,3302567190.481243,28,Germany,2013,73.14
Startup_367,Fintech,7,2562781526.29,3937979946.327531,13,France,2006,41.48
Startup_368,Biotech,2,2457235232.17,10732170703.142649,14,UK,2016,24.84
Startup_369,HealthTech,6,4995603165.48,8977952853.023245,17,Singapore,2015,23.99
Startup_370,HealthTech,4,308665901.04,666200580.6041939,1,USA,2008,32.66
Startup_371,Fintech,2,2880572766.75,4603853698.274351,10,Canada,2022,91.82
Startup_372,Blockchain,3,2181697848.02,5314637540.456418,18,UK,2007,81.03
Startup_373,SaaS,4,4685071784.91,8981836184.317614,34,USA,2009,60.57
Startup_374,SaaS,10,3250711927.97,8910023275.321978,43,USA,2017,167.03
Startup_375,Biotech,3,4871984847.89,15853976426.639423,48,China,2000,141.04
Startup_376,Biotech,9,1855420999.01,5533572287.917109,3,India,2017,196.74
Startup_377,AI,1,2990998926.15,10215873119.994337,4,France,2003,65.71
Startup_378,HealthTech,1,979033129.98,2498906978.6382327,20,India,2012,170.68
Startup_379,Biotech,7,1085455489.89,3944636468.695987,10,Australia,2002,189.53
Startup_380,AI,7,3252215197.7,13279372135.45883,18,UK,2018,172.16
Startup_381,AI,1,3132685185.72,13178905501.85222,10,India,2011,184.37
Startup_382,Biotech,1,154202301.03,407827261.20797026,48,Australia,2011,86.85
Startup_383,Biotech,8,4709711131.94,8566272045.871227,17,Singapore,2001,70.63
Startup_384,SaaS,7,3785417699.27,13783956658.144608,14,Singapore,2012,83.25
Startup_385,AI,10,1070044442.74,3072483280.1629076,27,China,2023,43.38
Startup_386,Blockchain,6,1109052376.8,5116554297.924882,9,UK,2010,28.18
Startup_387,Blockchain,9,196943519.68,784352291.2755535,20,China,2016,99.08
Startup_388,Blockchain,1,3096338151.71,7184699638.763385,16,Singapore,2006,47.04
Startup_389,EdTech,5,2314233330.36,8909969303.165478,50,China,2023,97.42
Startup_390,Fintech,4,1688104532.56,3753675824.503415,19,Brazil,2015,29.4
Startup_391,Fintech,1,2154482616.25,3811044644.9045463,7,UK,2013,160.03
Startup_392,HealthTech,7,655969417.67,2189254237.4310637,23,China,2009,193.76
Startup_393,Blockchain,4,433693154.71,1370824100.4775362,20,Singapore,2020,109.97
Startup_394,Blockchain,8,4330197981.44,6956240860.8008795,40,Australia,2001,171.88
Startup_395,SaaS,5,1339003057.49,5113318505.428127,29,USA,2009,97.58
Startup_396,HealthTech,6,467837647.59,2242314759.8090672,46,Singapore,2021,184.54
Startup_397,SaaS,5,4155195209.93,13219239934.1138,17,Canada,2006,90.59
Startup_398,EdTech,9,415273861.93,1587198017.1734266,4,UK,2018,8.61
Startup_399,SaaS,1,1158817154.11,2930971567.3730516,8,USA,2021,145.12
Startup_400,SaaS,5,2977100942.56,8733360294.772348,46,Australia,2014,158.19
Startup_401,SaaS,9,987211957.52,3128148964.6719074,43,France,2020,178.52
Startup_402,SaaS,10,4855139523.89,13579704354.94814,29,Germany,2021,166.68
Startup_403,HealthTech,2,4786446143.66,18773805724.28836,20,Germany,2020,52.71
Startup_404,Fintech,1,4583390523.54,9053026861.927843,24,China,2000,97.74
Startup_405,Fintech,10,2550171823.37,7623211117.260151,2,China,2005,98.98
Startup_406,E-commerce,7,3431774860.3,10488869032.739996,8,UK,2012,138.29
Startup_407,SaaS,5,1269724893.86,6075935621.011181,5,Germany,2009,144.33
Startup_408,Biotech,3,775342019.78,2463185969.99567,6,India,2015,22.55
Startup_409,Fintech,10,2243792909.57,8278832692.441977,3,Germany,2004,67.91
Startup_410,HealthTech,5,1495452653.2,4639902996.800146,32,Singapore,2007,164.55
Startup_411,Fintech,8,2208248011.56,8916513879.484732,11,Germany,2016,44.29
Startup_412,Blockchain,8,1337299885.97,2022018891.7163165,23,Brazil,2011,109.22
Startup_413,Blockchain,8,125583000.28,469276851.5145614,45,France,2004,37.54
Startup_414,E-commerce,10,1639451822.48,4044996738.1097817,32,Australia,2021,58.56
Startup_415,SaaS,1,2456548751.86,11405881447.188057,3,Singapore,2000,50.67
Startup_416,AI,4,2952078433.3,7063596817.003706,14,China,2011,144.42
Startup_417,Blockchain,8,1060931418.69,5217433413.210529,1,USA,2014,129.98
Startup_418,Blockchain,8,3247355663.35,7800566657.944691,13,UK,2001,158.68
Startup_419,EdTech,8,3003022309.46,14922314302.004656,45,China,2003,101.18
Startup_420,E-commerce,8,218086304.4,934846172.232387,16,Brazil,2023,58.05
Startup_421,E-commerce,7,514907401.95,2573762217.100596,20,UK,2021,113.38
Startup_422,E-commerce,6,125062777.07,362113518.66726166,27,Singapore,2004,134.0
Startup_423,Biotech,1,1373881162.49,6254934810.442195,40,Brazil,2005,42.79
Startup_424,SaaS,10,705099744.86,2500255042.341249,47,USA,2010,28.22
Startup_425,Fintech,2,4966684844.06,21359062444.81714,34,France,2006,191.58
Startup_426,E-commerce,2,3429447598.03,8291214381.285819,12,Brazil,2011,166.06
Startup_427,SaaS,7,249759366.28,582493718.2114683,3,UK,2014,33.31
Startup_428,Biotech,8,1596600952.19,2450553096.7350407,20,Singapore,2005,156.58
Startup_429,Fintech,1,1690203004.34,6998242320.001061,31,Brazil,2008,16.02
Startup_430,Blockchain,2,112547879.91,388822148.3948019,41,Germany,2022,31.72
Startup_431,HealthTech,6,2244276648.36,7077226078.374871,45,Germany,2005,145.9
Startup_432,HealthTech,3,4223570525.92,11559331839.830711,22,India,2003,44.55
Startup_433,AI,9,1728165544.47,8571566848.941789,16,France,2022,155.68
Startup_434,SaaS,2,2677859780.98,10837751557.803656,15,Brazil,2010,87.54
Startup_435,EdTech,2,4465078452.9,10697579212.021997,9,Brazil,2010,177.29
Startup_436,Biotech,10,4991896725.42,24709061035.640873,13,Australia,2019,157.62
Startup_437,Blockchain,10,124002994.45,560913136.8826532,21,India,2002,82.19
Startup_438,EdTech,7,1224768604.11,2847827469.909653,39,Australia,2000,45.3
Startup_439,E-commerce,6,2894154275.18,9703034698.987915,37,Germany,2020,81.35
Startup_440,Fintech,7,3909585814.32,13218486616.395784,27,India,2003,62.02
Startup_441,SaaS,9,3865276226.89,19324357005.74412,4,India,2004,129.09
Startup_442,HealthTech,6,2397392209.37,10149948181.228973,7,France,2020,63.68
Startup_443,Blockchain,4,1838755397.93,7907473105.309714,31,France,2006,159.73
Startup_444,Biotech,4,216349988.54,540499255.7214437,28,China,2021,101.11
Startup_445,HealthTech,4,1895985100.71,7580835858.999821,22,France,2017,124.99
Startup_446,AI,5,2862979566.46,10107492553.267195,5,USA,2012,142.21
Startup_447,HealthTech,3,1861212622.19,8882194445.17311,6,Australia,2015,8.85
Startup_448,E-commerce,4,1339619719.08,4018199278.7995906,42,USA,2020,41.97
Startup_449,SaaS,8,2462033222.21,10412319259.192015,33,Australia,2022,57.15
Startup_450,Biotech,7,4016725392.53,12219118063.440239,32,Germany,2002,56.59
Startup_451,HealthTech,8,3871723883.68,8476805524.184701,25,Germany,2018,180.66
Startup_452,Blockchain,9,3274124585.26,8903440127.384064,37,Germany,2019,186.26
Startup_453,E-commerce,2,1756859139.17,5729941239.114801,18,Australia,2015,28.63
Startup_454,AI,5,3859154912.52,10612758532.76294,8,China,2000,138.53
Startup_455,EdTech,4,4549814836.77,7579318472.883326,3,Singapore,2003,139.19
Startup_456,AI,6,1757269247.4,5869476861.449038,3,Germany,2018,138.28
Startup_457,E-commerce,3,4382357129.13,11447776849.02521,28,China,2007,26.66
Startup_458,Fintech,4,4243173955.94,16899800631.626684,40,Brazil,2009,128.51
Startup_459,HealthTech,9,523520244.62,1055415336.4315542,12,India,2014,30.97
Startup_460,Blockchain,8,3962669224.5,8376071870.852643,48,Germany,2010,158.88
Startup_461,SaaS,1,390935500.19,1188344620.623332,6,Australia,2017,157.1
Startup_462,E-commerce,7,3716807745.27,7826223562.913915,42,France,2004,30.42
Startup_463,Fintech,6,2571757828.88,10115171689.124298,22,Australia,2005,112.08
Startup_464,SaaS,6,3861493144.54,13958967022.687202,16,China,2020,95.31
Startup_465,SaaS,9,501140331.04,1816171177.1341932,42,Canada,2002,160.38
Startup_466,Blockchain,5,4139142862.41,11033417478.087484,19,Brazil,2007,12.19
Startup_467,SaaS,4,140286272.36,303501854.8341849,27,Brazil,2010,72.02
Startup_468,Blockchain,5,760157307.34,3325889402.0994186,6,Germany,2018,194.79
Startup_469,SaaS,4,2907407844.08,11400032621.091726,42,China,2020,53.53
Startup_470,AI,7,4995596887.4,19018734945.042274,31,Singapore,2017,38.9
Startup_471,Biotech,8,3988504694.4,7906569128.605539,45,Germany,2005,79.65
Startup_472,Blockchain,4,1010054915.51,3450994916.521214,20,Australia,2002,196.24
Startup_473,Blockchain,3,4329991826.72,15052660727.043106,19,France,2001,67.37
Startup_474,SaaS,5,4813588032.68,7258537239.877182,17,India,2014,62.14
Startup_475,Blockchain,10,2526572058.52,9773686020.2768,21,Brazil,2021,115.82
Startup_476,HealthTech,10,40633531.2,92212414.56897067,49,Canada,2019,12.72
Startup_477,Blockchain,8,3376421100.96,13064573762.92344,23,Brazil,2004,28.5
Startup_478,SaaS,10,3991919995.03,10468161331.875782,15,USA,2021,157.35
Startup_479,AI,4,1508068565.31,2787506789.7262197,50,India,2002,121.98
Startup_480,AI,7,1624441683.51,5743476560.111121,33,India,2008,76.65
Startup_481,SaaS,5,3848220514.6,11102796615.21404,31,UK,2007,40.85
Startup_482,Biotech,1,1377712750.62,3086549364.858063,14,Brazil,2007,146.29
Startup_483,HealthTech,2,4933523667.99,22259404289.17829,41,Australia,2012,107.36
Startup_484,HealthTech,9,3429913218.78,5682989709.758021,30,France,2019,139.35
Startup_485,Blockchain,3,2706760077.19,8352785480.501307,50,USA,2018,119.32
Startup_486,Blockchain,10,495365276.29,1004742310.895731,14,Singapore,2012,133.14
Startup_487,HealthTech,9,2877439164.13,7137672553.439234,17,Australia,2011,41.63
Startup_488,EdTech,3,1254202303.54,6172130469.546432,24,India,2017,170.44
Startup_489,Blockchain,1,3696801234.83,12628191593.272285,14,Australia,2008,177.77
Startup_490,HealthTech,9,3136932047.86,12749551945.761364,9,Brazil,2020,81.88
Startup_491,AI,10,4870176350.89,21060386398.613724,33,India,2003,55.97
Startup_492,E-commerce,3,2817198168.97,4420104126.10071,37,Brazil,2012,9.99
Startup_493,SaaS,6,3626534812.24,7670344690.691697,30,USA,2012,21.71
Startup_494,Blockchain,5,1756437255.71,5956777725.822524,38,UK,2008,45.14
Startup_495,HealthTech,2,1370732441.66,5391080517.430141,7,China,2003,57.26
Startup_496,EdTech,4,1269381047.19,2820390777.1156716,39,Singapore,2007,20.85
Startup_497,E-commerce,9,3073430953.79,11671084677.437662,32,China,2008,123.6
Startup_498,HealthTech,6,3978250732.55,15688920884.077122,21,Canada,2016,17.04
Startup_499,E-commerce,1,4398663572.51,17882874003.69376,8,Brazil,2000,55.03
Startup_500,EdTech,8,1648593346.93,6253830708.75209,44,Canada,2013,12.73
Startup_501,E-commerce,5,362253565.31,1126635500.4877899,16,Australia,2003,193.0
Startup_502,E-commerce,6,3987453563.84,18524621284.266495,37,Germany,2004,12.41
Startup_503,EdTech,6,2733952030.25,10753185663.151733,28,Australia,2013,147.84
Startup_504,SaaS,9,4456076385.05,15261720000.75166,8,China,2003,86.34
Startup_505,HealthTech,1,1022641302.94,2383622908.3670955,37,Germany,2001,189.17
Startup_506,Biotech,2,221947295.06,481966079.791826,6,India,2015,154.91
Startup_507,HealthTech,7,1304475055.98,2185894217.1988482,47,China,2014,56.82
Startup_508,SaaS,4,4613500462.81,13445442007.337765,12,India,2020,101.42
Startup_509,SaaS,6,4461972541.33,7421407024.165008,9,Germany,2016,73.6
Startup_510,Fintech,7,3305563038.13,6324101450.36881,6,Australia,2018,59.8
Startup_511,EdTech,2,315590343.5,837894052.3803977,49,USA,2014,179.92
Startup_512,Fintech,3,3570898116.1,5685252213.343974,11,Singapore,2018,106.58
Startup_513,AI,10,3207554290.2,13010622393.1702,49,UK,2011,181.47
Startup_514,SaaS,9,3646843118.16,9659678651.263414,47,Australia,2022,76.01
Startup_515,SaaS,9,3183254122.23,15422654399.684769,12,Australia,2009,104.93
Startup_516,AI,7,2159733496.99,8496258428.813671,12,Australia,2023,173.52
Startup_517,SaaS,7,4193438189.14,14432775342.351368,29,China,2009,127.17
Startup_518,HealthTech,2,3328081119.93,10605001534.117989,21,USA,2023,131.84
Startup_519,HealthTech,10,3279883217.13,5273390680.237216,39,Brazil,2016,168.3
Startup_520,HealthTech,6,942385909.64,3952743542.87774,13,Germany,2007,155.78
Startup_521,AI,1,1215016575.03,4286023438.7022023,43,France,2013,168.2
Startup_522,Fintech,3,1328584230.2,3762082615.101932,31,Canada,2013,78.85
Startup_523,E-commerce,7,3393876958.38,15070175400.395739,18,UK,2006,25.6
Startup_524,Blockchain,4,3364504896.27,10674814029.422007,33,France,2021,16.79
Startup_525,SaaS,8,4117827412.92,10994541411.926521,28,Brazil,2018,133.57
Startup_526,SaaS,6,3472889020.04,14572631456.859257,23,Canada,2017,163.09
Startup_527,HealthTech,3,1252454744.0,3920483700.3587165,13,Singapore,2018,40.3
Startup_528,HealthTech,10,2413253065.14,3886249798.986502,39,UK,2013,144.61
Startup_529,Biotech,6,41943740.15,142418077.8445701,6,UK,2000,129.66
Startup_530,AI,9,3870821258.32,15942760743.17281,22,Brazil,2013,26.16
Startup_531,EdTech,7,1325484889.59,4054970962.46468,35,India,2003,197.47
Startup_532,AI,4,364465208.89,1594154242.3710341,45,Canada,2021,27.24
Startup_533,EdTech,3,3156718554.88,5499558878.377225,38,India,2017,179.07
Startup_534,SaaS,6,1317260941.19,2869722380.102576,41,China,2000,39.5
Startup_535,E-commerce,8,4769718435.68,13301570491.421175,30,France,2000,38.8
Startup_536,AI,6,2992657495.51,13479671834.971975,40,Germany,2006,57.32
Startup_537,SaaS,1,2514138015.27,6724103256.781615,27,Canada,2007,24.58
Startup_538,SaaS,1,3600748407.71,16766620903.77785,8,China,2023,42.91
Startup_539,HealthTech,1,829224313.37,3471457132.8438077,26,Singapore,2017,162.66
Startup_540,E-commerce,7,2431003004.61,4000479317.24722,11,Brazil,2004,40.68
Startup_541,Fintech,3,3791706301.65,8416809238.987394,8,India,2016,40.64
Startup_542,EdTech,4,2187905061.69,8101795618.588436,43,Australia,2021,191.28
Startup_543,Fintech,5,3502988220.1,8167356543.201407,13,Singapore,2023,63.05
Startup_544,Biotech,5,618782756.32,2089939741.2749877,21,Singapore,2022,185.74
Startup_545,HealthTech,6,3435089539.78,12343606125.63313,41,Australia,2001,131.61
Startup_546,Fintech,3,962884377.55,2332348476.8101354,46,UK,2006,137.33
Startup_547,Biotech,5,203301874.35,512516312.1622354,50,France,2018,34.0
Startup_548,HealthTech,7,3880180265.65,15373998335.574364,29,China,2007,149.51
Startup_549,HealthTech,10,2491937627.93,10351195646.475042,45,India,2005,38.45
Startup_550,SaaS,6,2826349447.28,13581487933.154953,41,Germany,2010,199.77
Startup_551,HealthTech,8,2907899568.9,13694235400.720037,11,India,2011,108.84
Startup_552,E-commerce,8,3722720410.15,6426399994.730269,22,India,2017,5.66
Startup_553,Blockchain,1,3266259366.6,14645860799.797188,38,Canada,2000,57.59
Startup_554,HealthTech,10,4804916441.41,16765883291.596834,50,India,2000,151.63
Startup_555,HealthTech,10,253734048.61,461355264.6685214,50,Brazil,2023,58.98
Startup_556,EdTech,6,2772390569.55,8116958853.841654,1,Australia,2005,133.2
Startup_557,Biotech,10,2107626492.62,4009757128.2363014,2,Germany,2004,10.75
Startup_558,HealthTech,6,4100162447.54,14573406135.190989,30,USA,2012,44.25
Startup_559,EdTech,1,2113675156.14,6814566400.125529,20,USA,2012,108.78
Startup_560,EdTech,4,2298605236.01,3667166666.89704,33,Singapore,2010,22.11
Startup_561,Fintech,2,3346795911.25,14789253841.71002,35,USA,2000,62.67
Startup_562,Blockchain,8,4647546798.92,11978554698.697832,21,France,2003,185.11
Startup_563,AI,3,1561544300.28,2680800252.2781324,29,UK,2014,111.6
Startup_564,E-commerce,6,1202481029.41,4208303791.941409,13,Singapore,2019,159.94
Startup_565,Biotech,10,3058539134.98,7335810498.359131,45,India,2005,181.21
Startup_566,E-commerce,2,3673830441.68,13858154224.90067,16,Canada,2004,34.43
Startup_567,EdTech,7,2928470365.94,7086705218.481168,12,China,2004,142.62
Startup_568,Fintech,6,161554130.06,325824880.1788387,13,China,2018,18.52
Startup_569,Biotech,4,988463111.16,3540056764.308871,23,France,2005,154.6
Startup_570,Blockchain,9,3062078057.74,14012889842.434584,24,Brazil,2022,7.29
Startup_571,SaaS,4,3994285527.53,10182702110.847092,11,Brazil,2023,87.09
Startup_572,HealthTech,9,745090365.71,1778953137.1860359,20,Singapore,2018,57.33
Startup_573,Biotech,9,2181525017.24,10492148820.97177,19,USA,2015,59.11
Startup_574,HealthTech,3,801097259.67,3942546808.2575793,42,France,2002,24.16
Startup_575,HealthTech,5,4516738588.38,11698516281.204258,29,USA,2004,104.52
Startup_576,Biotech,5,1342842457.63,5288794586.32513,21,UK,2009,125.45
Startup_577,Fintech,1,4265962284.4,13525468463.078957,27,Australia,2010,108.01
Startup_578,SaaS,3,3445922531.81,7343003550.855804,16,China,2014,80.62
Startup_579,SaaS,8,1000040756.92,2105251222.4280567,9,Singapore,2007,87.41
Startup_580,EdTech,10,1902394906.9,5197525014.494097,38,Germany,2008,80.16
Startup_581,EdTech,9,75151474.64,237719354.11518487,35,USA,2018,24.14
Startup_582,EdTech,6,272672294.17,1317377187.0900955,20,Germany,2016,136.6
Startup_583,EdTech,10,631038852.98,3149042997.802187,25,Brazil,2020,150.16
Startup_584,HealthTech,1,2206409582.66,5740904668.514672,13,China,2023,79.65
Startup_585,Fintech,6,3806515331.02,9484130176.96487,31,Canada,2016,96.36
Startup_586,Blockchain,10,1633129878.12,2630423338.973728,21,UK,2020,14.65
Startup_587,AI,7,4312113485.22,19196795230.264046,12,UK,2011,31.65
Startup_588,HealthTech,4,1584015033.55,6966597381.101943,18,USA,2001,157.72
Startup_589,Fintech,6,3426545856.36,6054471620.74954,15,Singapore,2015,168.96
Startup_590,E-commerce,4,173470618.67,859667574.2784379,36,India,2007,108.65
Startup_591,EdTech,9,1678272517.96,5127500473.713079,30,Australia,2011,145.54
Startup_592,Blockchain,1,1476348991.56,6456055447.064625,28,France,2008,130.74
Startup_593,Biotech,8,1391532092.22,4225507741.2723117,32,Brazil,2000,20.47
Startup_594,AI,5,1945975740.72,6387985660.552797,33,China,2001,26.59
Startup_595,Blockchain,10,3472257645.95,5474448554.075116,38,Australia,2001,82.02
Startup_596,HealthTech,10,2885888379.15,4650051852.096928,28,Singapore,2013,171.96
Startup_597,Biotech,5,112134188.11,359019883.58722544,39,Germany,2021,167.8
Startup_598,Blockchain,1,3123703040.62,11346130564.158428,38,France,2014,53.16
